,prompt,chosen,rejected,diff,source_index
11753,The world may have," seen a whole quarter million witches in 1928, and more, there was a whole", long since known that the film by Richard Heath's King Arthur in 1881 was,0.9592655934393404,11753
11756,The worlds largest inside joke. The, Brick library is filled with humor and ingenuity.(You can see that there were even," Richards' ""copfish,"" tosses out butts and slapvets making",0.996768805431202,11756
11759,"This movie is nothing like ""Office",""", which unfortunately is cheap and also doesn't have many good characters. It is"," Space""; every studio has at least one half-dozen or so ""reels",0.9657286424189806,11759
11760,Office work, in a restaurant during the nap. Alan partners with his good friend in a style," as I recall, while everyone else threw during their time of amusement.<br /",0.9960802549030634,11760
11763,I think this is almost all I," can do to help him win, and lots & lots of myself! Paol","'m going to say about this film.<br /><br />Put simply,",0.9946957326028496,11763
11764,I think this is almost," a last"" moment and if that were the last, besides that, I'd", the worst movie ever made that turns Kaufman with a pinch and then displays the most,0.992261898238212,11764
11773,"I didnt think it was possible,", I'm almost 99% sure it didn't according to IMDb. It was," except that I thought that maybe she was doing something really bad, like she wanted",0.9849264421500266,11773
11774,First up," on some of Dave Crist's interviews would be the `Meet the Giant,' which"," the front the ship is an artificial alien spaceship, but instead of showing every aspect",0.9903468327829617,11774
11775,Big Bad Ralph is, the two main excursions that we see here. Evening he says to go to," gimpy, there is not much to say about him other than the fact",0.9963174654403704,11775
11777,I thought that this movies was, clever and had great humor. However i don't think its amant the true, a huge mistake. Here it is at way higher mighty credit.<|endoftext|>,0.9917355900397524,11777
11781,"Well, you'd better if"," you only like it for the visually inclined, but for someone who wants to know"," you spent half your money ‖ you've got your tip cash and, oh",0.9931150216725656,11781
11785,This is, a full collection! Sweet and changed by time!<br /><br />, not the sort of film in which Sabu is particularly proud; she was excluded,0.9983243839233183,11785
11786,For the life of me I, knew this film would become a cult phenomenon. It was perfect. I watched it,'d been better off with a Ruger and 7mm HiR Protection Focal,0.9960595914162698,11786
11787,Let's face," it-- Brady hates it when people force women to take drugs, but still.", it: not even a fictional character from Star Trek could save this mess. Hope,0.9889830588363112,11787
11789,This was a, well deserved existential case with plenty of plays and camera work to boot. I would," big mistake. If you think this movie is unique, then should you feel ashamed",0.9983386131352748,11789
11790,"""Rival",""" Rent the film, make sure you picked up the movie at select :B", does achieve some success but it fails. He doesn't seem to have any real,0.9977905555278994,11790
11791,A very, strong good guy. Angellobe had too much storyline left by the time he, difficult scene which felt like it was playing out from a prop room. <br,0.987831944716163,11791
11794,After seeing this film I," couldn't help but tear up at the mouth opening. Great movie, isn't"," thought without doubt it was for adults. It's not that appealing, and for",0.9981887150206604,11794
11796,Anyone who,'s in the condo market can see what I mean though. One who can see, was impressed with the way the falling city wreaked havoc is waiting for match.,0.9899866934865714,11796
11797,Just because an event really happened doesn,'t mean Dee Dee has to act alone; Elizabeth in particular is the highlight of,"'t mean that it will be remembered.<br /><br />Obviously, you",0.9969324895646424,11797
11798,Kirsten," Dunst, who has a cameo in the movie dated ages back to about a"," Linney), thinking the holidays were coming up. What she finds are two states",0.8454072229214945,11798
11800,Anything that might," happen, and how anyone can make himself famous, is enough of an excuse for"," help to clarify the plot. Artemis only survived her way out by ""getting knocked",0.9916187693597752,11800
11802,If your idea," is lowbrow, darling, go for it. You can feel it for yourself"," is spirit, then try to think of a concept territory, any concept, just",0.9939412684179842,11802
11805,Oh if only I could, make it out there...now it's on TV every week). 4/10, have stayed in jail watching this show.<|endoftext|>,0.9927203231491148,11805
11806,Let's just say it, won't get much better as far as schedule goes.<br /><br />,'d have helped as much had Wayne and Jessie not from a direct creative/story,0.9858515642117708,11806
11812,"A few months ago, I", got the book until they picked it up at a local library. Normally when next, spent the entire film watching such a tedious cast. It got pretty boring; however,0.98411636747187,11812
11817,TOM BROWN,") WHO belongs to a common man freaks out, most likely greatly contributed to","'S HAZARD PROPOSAL"" only in its first half-",0.9894009726122024,11817
11818,I thought," this movie, being a western, had genre values (producers and/or"," it smart to use that phrase so many times. But if you ask me,",0.991948596201837,11818
11827,Before Stan Laurel became the smaller," screen star, he adapted the story line from John Armstrong's book, ""The"," Oliver Parker you'd get to see him in his teen-age status, but",0.9867569422349336,11827
11828,...however I, gave it a 10.<|endoftext|>,'m beginning to wonder why chapter arrangements were not even mentioned. Don't get me,0.995155875920318,11828
11829,You know when you're on the, verge of breaking through another record industry? The opening of the piece is pretty impressive, other side of ground or on whatever scary road jump rope instead of your ass lava,0.9787853173911572,11829
11830,I noticed with some amusement, the draw was really strong for this guy--except he probably was too close to, that its obvious that Neeman's sharing of the sun's radiation bothers East-,0.9898249823600056,11830
11831,Bought this movie in, hopes of a switch to my area of expertise (both of which it apparently IS," the home video store. A bunch of stuff, I guess originally the plot of",0.9176648109569217,11831
11832,This 1973 remake of the, Edgar Allan Poe Defence Actuality Collection made adult fun of male action heroics and," French ""guitar's adaptation"", ""Praud Crepusse"",",0.9869303358718754,11832
11833,When Samantha Eggar (as Ph,yllis) is getting very attached and finds herself beginning to to think of sex,"oebe Rice) pops up in the mid 20s, you have a mafia",0.986686121672392,11833
11836,This 1973 TV remake of," TWINS OF COLD HILARIOUS enforced the business model mine, independent", Les Places masquerading as a comedy actually had a very disturbing and obnoxious over,0.9961793616530488,11836
11839,As a," thriller I really liked this film, which I also liked ""The Blue Bandit"," discerning discerning viewer, I find that the interviewees have often understated",0.9980306399520488,11839
11847,Deep Shock plays," the lead role, who helps Lance take his revenge forces, each 100-mile", at least the 1981 Jackie Brown... let it go for four straight years...(,0.9933713201899084,11847
11852,This was one, of my favourite films of the whole genre thanks to that superb score. It's," the ****ylouls, so i guess i can say however i will never enjoy",0.9984018086688596,11852
11853,HORRID!!, Ciao!! Just in time for Erik Vance to graduate from high school. Everyone, I mean sorry to high school professors and professors of photography for attempting to make this,0.9982001602184029,11853
11858,"The danish movie ""S","ocrates"" is a very good exploration of a disturbing spirit of own bizarre fash","leeper"" was pretty good, too weak to be worth seeing (""Pigs",0.997370962286368,11858
11859,The Godfather Part,"-Nine"" is beautiful in its restored tenor noir debut, thanks,"," II [1983], as well W.G. Fields' predatory ""The Governor",0.9324653819203378,11859
11860,Near the, picture; more film and storyline about it.First of all I truly like the," crook, chairs protrude from the ceiling of a window and Poplar cries",0.992399177979678,11860
11862,"And, finally",", the final twist brings a bit of closure to an already intense series that looks",", the filmmakers forgot to reason Rym, the trainer, as a pet,",0.9979257667437198,11862
11866,'Bapt,"ism Of Chris"". However, there was the ""Mystery Of Doris Day","iste"" type of musical (with the difference being John Wayne being the least mel",0.9723227745853366,11866
11867,"Generally,"," a soul-throb writer who writes screenplay for Brynden Smith's """, it's the android Ethan Hawke sans The Death Cheerleader. It's,0.9895578483119608,11867
11869,I saw this movie in the," cinema when I was a kid, about half way through watching ""The Texas Chain", theater and watched this movie again twice. I think they cut away from the moderate,0.9943908639252188,11869
11870,I really wish that when making a, live-action film it can completely take stock of all the characters and make us," puzzle. It was blurry and unreal. But, but, and this is faith",0.9952929748687896,11870
11873,Reed Diamond plays a man suffering, from pore sickness - who had no idea that his planet was inhabited by John," from bipolar disorder and inadequate real estate, with no communication except to tell his friends",0.4465284943580627,11873
11874,The story idea is excellent, - an amateur woman after babysitting her unthinking mother (whom she apparently,". The only problem is the acting, especially the heroine: she is in the",0.9860974438488485,11874
11875,That might be a bit harsh for," Hanna, but primarily Hanna's character also had you fooled throughout, no", a movie that was actually based on a real comic book but this is a movie,0.9945317639503628,11875
11878,- A small time hood tricks, star (Michael Dorman) twisting the lives of many of his idols and unknow,", right at the beginning of milk and prior to unboxing that turned Into St",0.6864156110677868,11878
11880,If Bob Ludlum was, the Saturn Saint-Power I like this movie and the first win for the C, the center of the earth and the fired-up meteorites and the Soviet bomber,0.9803557358682154,11880
11883,I should have figured that any movie, this good would have had to be several bad ones.<br /><br />," of WWII could have done better. Yes, it saved the army through the hospital",0.9957063564797864,11883
11886,"The acronymic ""F.P",""" type survival device was an idea in Powell's mind of its own, a",".E./AR"" version for Colin Clancy was actually substituted by Yankscript",0.987935948651284,11886
11887,I had a, personal duty to follow up with this version of the story!.<br /><, hard time picturing the mustache at the sight of the boy on the cover of,0.9975051917135715,11887
11891,We all have seen some unending," and overwhelming atmosphere, and it felt like pure bliss in movie-making liken", choruses of 'The Clammen are in love.. They would give,0.9938445105217396,11891
11894,This is, the classic ST. PETERSBURG movie. In a little more than 30," a bad episode of the Twilight Zone. Actually, it really is not quite there",0.9982629829901272,11894
11895,My sincere, apologies to the shooter. What would now make me proud to work for YOU again, apologies to writer Wang Ziqi and director Che Shui-ming for the,0.9755138214677572,11895
11900,I have been waiting for this,. Caprica is suppose to be a very commercial film directed by the great Brian, for several years. My biggest problem is that Disney be burnt out on this show,0.9881148451240732,11900
11901,I was so excited, when I saw the movie Wifi Tone. I'd seen it on Films at, all week and I couldn't believe David had become a director. Coward broke,0.9959763197693972,11901
11902,"Another big star cast, another"," big stars, and a bunch of movies you want to see next, you've", love interest and another criminal makes up for this film being quite irresponsible to the point,0.997575142187998,11902
11904,I had never read Gary Paulsen,.' There are a few spits relating to the novel (as one reviewer put,"'s novel before Sister Jordan's grisly death. And ending, unfortunately,",0.9687226423993708,11904
11906,I wish," we could have a him, BUT PLEASE...}.<br /><br />", they actually allowed the creators to do programming.<|endoftext|>,0.9929314856417478,11906
11908,I came away from this, explosion of emotions that one might have traditionally felt if the characters felt as demanding as, this film having not the slightest respect for their male counterpart - throughout he plays well,0.9902564296498894,11908
11909,In my Lit. class we, could say with confidence that the film does have some use. Just like in 40," entered one of those old Korean movies where I started walking around and giggling,",0.9870082894340158,11909
11911,Ever wanted to, post a little gem--lets see what happens!!!! (laughs) This is definitely," enter this scene. Please email me.""   When our nephew gets hurt, of",0.9849180812016132,11911
11912,Ugh! Another, terrific movie.<|endoftext|>," one of these waif, somehow made around 2000 times (those headjourney",0.9973902333877048,11912
11917,Here are the matches, that really caught my attention. What a riot! Shown here was a member, for 40 minutes: they're vaguely unspleasantly card-set (which,0.9980771152186207,11917
11918,I'd have to say that this, is the best car I've seen in 5 years. The engine is very good, is a turkey that is similar to another such film but worse because Murray turns an,0.9982647543074564,11918
11920,This show," never dies. Meaning, you can still watch it. It's still perfect.",", specifically the topics they're focusing on, will probably only have a limited appeal",0.9982500565238296,11920
11922,You do," need to explain why they selected Mars so well ground, well, because its eccentric", say it makes sense huh? You became'Beautiful ) in South Korea a lot,0.97847256064415,11922
11923,This is probably," one of the better movies I've seen that did so quite well, and its", because of the humour - borrowed for Robert Tepper's `Psycho-The,0.9789761081337928,11923
11926,...for the Lt to have, been dishonorably discharged and cast aside is a stubborn one. If you are, been left without masters? Perhaps the little things but the easy task of searching and,0.9708494413644077,11926
11930,Bob Clampett's ',The Fault in Our Stars' had a certain geek feel to it and made the,ancient woman'; it's as shallow as it is personally and professionally cinematic.<,0.9881897533196023,11930
11931,As a history nut who is, baffled upon discovering the film - as I am - I can appreciate its nobility., about to jump into the'real world' to protest supposedly policy changes to support,0.9959328062832355,11931
11932,"Billy Crystal co-wrote, co",-directed and co-produced some of the best sci-fi action adventure movies,"-producer, film for, and director of this film? Don't you",0.989573147147894,11932
11933,"I like Billy Crystal, and", we just loved Burt Lancaster and Dorothy Day (although there were two other great," Karen Washington, OK without that. Why the hell would they give this back as",0.984852840192616,11933
11937,This film is," all about playing through a real life fantasy\reality, which everyone in the country", laughable without being the finest. There is none scheme or any effort at martial arts,0.9981525057228282,11937
11939,There is NOTHING cool,", but good laughs, which make this the most entertaining movie I have ever seen", about this movie. All the weird and funny dialogue in the movie is a non,0.99842119414825,11939
11941,"""Visitor Q"" is", ALL over same-sex attraction. I don't know of any animal you enjoy, here to distract from his tedious first season and simulcast parts of Baker directed by,0.9577181241475046,11941
11942,This movie," is fascinating to watch  largely because, it was filmed on a 1931 BD", really sucked--mostly because (unlike the first film) fact is that viewers,0.9975315653136932,11942
11943,You know those films," where Brent's best friend is seeing the illustrious Arthur Capshaw, Richmond's best"," in the 80s that feature a girl fighting the devil, yet even the most",0.9826404126361012,11943
11954,While it does," in that regard, it's worth watching it whenever the sequel is around. It"," talk of positive loops, it does not manage to go on that thorough. It",0.996198659064248,11954
11957,The movie began well, when showing a woman who has died ruefully at the hands of her abusive,"-intentioned, throwbacks to a Latin American panda movie hundreds of years",0.9900803468190134,11957
11958,Superhero movies," made by Slav Klausner, who once was the director of the Nazi stuff two",", openly or covertly, often as a way to construct dreams, false hopes",0.9788749534636736,11958
11960,Billy Chung Siu Hung's (,David Widmer) flashbacks after a robbery and their relationship is still strong.<br,"Jay Liu) teenage daughter, Melody, is been abducted by Yoon Gye",0.9812287501990796,11960
11966,"I had watched ""","High Five"" with the side, I think, and, since that movie is","Shakespeare in Love"", and i was afraid there is so much wrong and unreal",0.992245604284108,11966
11968,"Without question,", the director is very responsible with his very excellent script. It is amazing how amateur, the naturalist hasn't rearranged himself. He repeat pseudo-nominal dialogue,0.9982394566759468,11968
11969,i am rarely moved, by the whole new young kid lifestyle but that box says more about me. It," in anything she seems to be caring about other than let'splay ""Vac",0.9960365236038342,11969
11972,An illegal immigrant, actually succeeds in charming Mel Gibson's natal Viva La Beeline (Kent, should be stripped of his asylum and has to leave Europe now - cheesy David Zucker,0.9939429740188646,11972
11975,Oscar Wilde,", Susan Sarandon, Bonnie Raitt, Marc Gay Harden and Charlotte Stern as","'s religious stance, and he definitely got himself a short break after about 11 mins",0.995108278293628,11975
11976,this has got to," be the greatest art film ever made. Maybe it's due to distribution, production"," be homophobia,"" she says, as the conversations go on over another round of chatter",0.9979103136574848,11976
11978,Genghis Cohn," does a great job, just for Ruth, Jan and Kim. In fact,", unlikely liked this type of Asian train wreck! The film is uneven without any,0.9980399017804302,11978
11983,The story," is simple, with your head bound, and there are some funny moments and lines", has nothing new to say on the composer website.<br /><br />Not,0.9949514152831398,11983
11985,What is interesting is that," the main character, a young one, ends up fighting the Hokage to get", he gives such a shallow portrayal of President Kennedy's assassination to Maggie Brady Smith to,0.982342393603176,11985
11990,"With a tendency to repeat himself,", Harrison has a great deal of artistic talent.<br /><br />Long scene, this film is familiar - James Bond is no megalomaniac dies it,0.9887595938052982,11990
11991,The End of, History -- my other theory does the same thing.) The theme and the plot concentrate," America!"" This Choraz version is THE WORST as zombies even advanced by",0.9968340385239572,11991
11992,i can't believe i actually, admit it. Wonderful movie! I feel i am sarcastic and mean and silly about, watched it now. I don't think i bored anywhere in Romania so i wouldn,0.9951263538096102,11992
11993,.... may seem," a little ""biased"" at first, but it is pretty clear where Brando"," like stridently rented music video to these, but the composer definitely could act,",0.9824132788926364,11993
11994,I couldn,'t sleep that I bought this. A bizarre story involving a kid and his mom,'t find any logical explanation for this atrocity and with this episode I suppose the,0.998185420234222,11994
11996,If this," film proves to be a success, I was not surprised. The fact that it"," is ever a horror film, characters expert Beverly Hillis should be in it and",0.987868052907288,11996
11997,You know how everyone jokes, about movies? They stick together throughout the film.<br /><br />A," that's about like Iron City, huh? Blood and guts and It's Last",0.9818496499210596,11997
12003,"Honestly,"," as most like to say, CUNNING is state of the art Arizona do", this movie reminds me of Joe Danger's Murder House: a television series corresponding to,0.9907341208308936,12003
12007,Although nothing can compare to Vampires,", It's hard to believe the film isn't trying a lot to be clever"," 3, there is not even a bit respect with this movie. If you want",0.9834773887414489,12007
12008,"First, a little", Manny Backs. I say this honor only to those who have seen it first, over the overused standard of plastic surgery is undermined with an overused dubbing,0.9943234841921368,12008
12012,I remember when this came out a, few years back and although it's 54 years old and Dana is still alive," long time ago. I've drunk nuts and splunkers, and sometimes if",0.9425863362848758,12012
12013,Serious HOME, team to Boogie Boom and Barbarella for this one.. and after selling out, Films' rather than CFI...<br /><br />I missed the,0.9221719317138196,12013
12017,"On the face of it, this"," film no doubt deserved its ending, and, well, just tune in on the"," is a stupid film written and directed by Alex Bar Rossi, directed by Carlos Cav",0.9618063562666066,12017
12018,by Dane Youssef<,"br /><br />Due to several reasons, Joan of Arc attempted a doctoral","br /><br />This is not our bar, only this is an ugly",0.9910722693894056,12018
12019,A trio of low,"-budget actors, flying the country in the face of price and uncertainty, are",-budget flicks played over some of the buzz depths of French Rain. This,0.9968509720638395,12019
12021,Massacre is a film, that will keep you entertained and keep you interested. While Eastwood and Verne, that begins as a typical flashback in which Robert Farley argues the satire of the,0.997058485285379,12021
12024,"Sorry Fulci fans, but", both are great action device GH's were nothing special. The physical strength could not," rather with, say, Paul Giamatti.<|endoftext|>",0.9973566153785216,12024
12026,Why do people, think this movie has problems? I mean it looks pretty good.<br /><," keep going back to this old story? No, it lost at the box office",0.9946586511214264,12026
12035,I'm,", of course, very happy to call attention to that herein lies a ""susp", sorry Captain George. While you're not doing the film and your duty is to,0.9869918177137152,12035
12036,I've been working my way through," this movie for the past few months, and when Reese Witherspoon flies"," Ikea commercials for so long now,and I've never heard anything remotely enjoyable",0.9981816377257928,12036
12039,I can't believe," I have just become a filmmaker. I must say, somehow I grew up with", they tell people that they aren't making some kind of movie in the Korea.<,0.9945676031056792,12039
12040,Written by," Cynthia Wiesen) and very smart guy, Bob Seitz. And redemption"," Premak Chaudry, this dud spawned mustivawanth and the",0.9979171637096445,12040
12042,John Boorman's, behind-the-scenes knowledge and thoroughly entertaining mystery solving narratives. Looking back and," relationship with Timing, Ray Wendell's mundane intrigue, John Bolton's head",0.9949797200970352,12042
12044,Like with any," mixture of sci-fi, horror and comedy you will get the impression that the", other secular work I'm pretty sure that is precisely what is wrong with these BBC,0.9935187474475244,12044
12047,Bill Maher," has always been a strong figure in American Comedy, and in this situation, most","). The part that I view as a complete waste of time, killing time and",0.998117447597906,12047
12050,I saw," this movie on DVD. My wife (pronounced ""shay-LEAH"," Casper (Devilhunter), and came axed for murdering the scientist.",0.9909302406013012,12050
12052,I've been," thinking about renting a copy,and some kills I'd own go below $2", meaning to see Return Of The King until I became bored with everything else. Now,0.9901195706333968,12052
12053,I rented this," entire movie, and I think I've seen more than 900 movies. If you"," on Spike Jonze's website apparently to see some great things about Gerald Washington,",0.9324192628264428,12053
12054,I wasn't," close then.) I am still a big fan of many writers, and remember when", going to see any of the other drugs when I rented this movie (because I,0.9943530791206284,12054
12055,A movie has rarely left me, winded-eyed. Apart from the fact that your career is unaffected by the," in such a bitter state of exhaustion, though worst of all the actors organisation is",0.99449222831754,12055
12056,"Elfriede Jelinek,"," and Beckham Olsen for the kids. Based on a true story, Louisa/"," I thought this was a triumphant story, but it is not believable and doesn't",0.9967105700052342,12056
12060,"Well,"," I shot a lot of virgin daring things together, and later filmed more of the"," who is this guy compared to Roy Moore and today, Roy Moore and John Kasich",0.9905242961831392,12060
12062,I rented, this as I was intending to be seated once in awhile The enticements were, it for the same reason I rented Rambo 3. Now I just hate it,0.9962197663844564,12062
12063,I read the reviews of this movie," when it was first released also and from what I've read, the movie is", and this is my career on this monstrosity. I piled it up in,0.9944544956670144,12063
12064,I've seen, a lot of alien extraterrestrials while on Mars. That's amazing when," much worse comedic stuff about Bellator, but now that he's either getting paid",0.9954484695335852,12064
12065,...this verson doesn,'t air in France. chris esposito -- intelligently written and directed,"'t seem to be falling into that pantheon. ""Weird UFO"" perhaps",0.9822199139744044,12065
12070,note to George Litman,").<br /><br />It was important, he says, to keep", about his tears right before this. Nothing in this movie is in any way original,0.9964734945097008,12070
12073,I literally fell, in love with the animated version of Dr. Robot when I was younger. I, in love with the entire franchise and found out that it was based only on pieces,0.9901703568175436,12073
12075,This Hamlet made, me wonder why the church had eliminated practically all the rebel women from prostitution at the, it into a script. The Goa'-Tariq sequence been botched.,0.98562298854813,12075
12077,***SPOILERS,***<br /><br />Well I'm the type of person who likes,", there is none. Believe it or not, John Hughes, who's been",0.9835361437872052,12077
12078,Blood Legacy, medical marijuana baroperudo castle armada injudada Leary Justice of the,","" with no subtlety to the story, like Anthony Scott's major flaw.",0.993190388660878,12078
12080,I happen to have bought one, for rent) but then I thought to myself that I would go for this...., in time for Christmas but I was really disturbed by the guy in the hat (,0.9973933009314352,12080
12081,A grade-Z horror filmmaker, and director Timothy Dalton would raise up an emotional child. <br /><br,- includes the usual innuendos galore inaudible footage or studying,0.9953600869048388,12081
12084,"OK, how's this", season go for the series? Gwyneth Paltrow gives them a chance," island Lycanthropy? Well My husband didn't start this series, so",0.989887076895684,12084
12085,Back when I was a," child, Scary Movie-related horror series could have been my favorite thing about", kid i got Colombia to begin with working with a kid. Unfortunately in 1981 I,0.9929699429194444,12085
12089,Charles Bronson stars as," a Russian air force pilot, played by Joel Kinnaman as his brother Jo-", Mr. François; a little too spoiled and a little too old to appear much,0.9945006972411649,12089
12092,Repugnant Bronson," puts us in an uneasy position over her work; looking back, she steps in"," song ""Thirsty Yates"" - the ecstatic drivel dispatch, responsible for",0.9907692230772228,12092
12093,Charles Br,uecker.<br /><br />This was easily my favorite movie that the,"isson) can excite little boys, but by implication shows them wanting to get",0.9944265093654396,12093
12095,Don't spend your," time looking at this because it is incredible. On that level, this is your", life teaching that that crap to kids. Maybe you should go on PBS. 10,0.991902139678132,12095
12099,"This film is ""","about the struggle for existence of which there are no barriers""; namely, we are","funny"" in several ways... It is re-titled ""Company 2",0.9660787954926492,12099
12100,I had, just sat down to watch one of my relatives watch this movie.<br /><," a love interest in the ""second he efflndly committed here Seriously.",0.9768361491151156,12100
12105,"Hello there,<br /",><br />Matthew again is Baby Sunshine....<br /><br />Daddy,"><br />Of course people have ideas for special effects, but nothing divisible",0.996112441760488,12105
12106,Went to see," a 1950 version of ""The Day the Earth Stood Still."" OK all in", this film on film before I got sick and had to investigate the constant attempts to,0.9889817986404524,12106
12111,As was to," be expected, while they are still sealed so closely, however, they do not"," become customary, Hamm hunted all the mammals and wanted a sword more powerful than a",0.687752487603575,12111
12114,i wasn,'t going to be a filmmaker like Wiethys and this overlooked movie was his,"'t the most haunting, the crudity, the slapping of underwear, the",0.9906664817826824,12114
12116,The story,: As the heroine falls in love with her first-born and makes love to, is pretty simplistic half way through Allen's a guest appearance but it still leads up,0.986170532181859,12116
12120,The summary provided by my cable,-guide commentary and nice rapidly take the view that IPSN-1C1, partner is deliciously predictable. The movie as a whole never manages to tie into,0.9937177153187804,12120
12125,Hearing," God"", written by Brian Grazer, is further heightened by Maury D"," P, Venising Virgina, commenting ""Are you there??"" Ire",0.9956226921640338,12125
12128,When watching this show," a few months ago, I now realize that American audiences happen to be much more", was one of the greatest mistakes of our society and if you have to think about,0.9905376806855202,12128
12129,"I found ""The Arab Conspiracy"""," to be my favorite night of the darkness. It actually sounds war-torn,", to be self-important.<br /><br />I can only think of,0.9975623768405056,12129
12130,The movie," and the writing actually manages to capture the essence ""these guys have to eat people", did have funds but it failed to make the plot work. After concluding I thought,0.9980707655777226,12130
12131,This is a case," in point, and epitomizes the great categorization by patients of this type"," of DeBert herself acting like she wants to spew tequila, drinking rain",0.9973635465139522,12131
12133,PLAN B has the appearance of," living beings in a futuristic spaceship, dancing to Spin City's finest tunes for some", a porn star who steals your life... but not because of any evil or special,0.9865774977952242,12133
12135,Screenwriter Lisa, Furshack and Technical Director Klaus Mattaba are involved in this particularly excellent series," Hope's character was three-dimensional, forgettable characters like Fred and Jill;",0.9981986516504548,12135
12138,I've seen about four other," Emperor schemes, and I truly, truly adore them all -- Mao Zedong was", high finishers report never finding low surfers on the swamps.)<br,0.9976296682143584,12138
12141,The special effects of," the story are strange to say the least, incredibly impressive in terms of vibrant colors", the film are very bad for a start. The time of day swings around a,0.9982211199821904,12141
12143,"Seeing this movie, as I just", saw on IMDb...there were so many laughs. I went on a smoke," walked out the door, appeared to me a surreal guy somewhere, and what the",0.9962289724498988,12143
12144,Fans of creature feature films have to, choose. Highly recommended.<|endoftext|>, do their thing if they haven't got the time and paranoia to make MUCH indie,0.9887172291055322,12144
12146,Sometimes I rest my," case. This film told me about some incredible people and their failures, the magnitude", case. Someone stuck me on video that had much better images than this just because,0.997581896954216,12146
12147,A Movie, for a Festive Night out of left field. It's not just two or,""" Guy Gavarini, who justified strange comments about each second falling for",0.9909331845119596,12147
12148,An MTV-style," live concert, take your theories and crack them up in the distribution box.<br"," film about World War Two, may happen to have a script, but it doesn",0.9966963294427842,12148
12151,...which isn't exactly a ringing," endorsement but again is worth a look.The production design is very good, what", endorsement. I know that typically Christian countries reform in the mid-1990s but,0.9915893254801632,12151
12152,Some might, have thought that they also wanted her to get the climax and continue filming. But, now be in permanent shock that a truly flawed film like Moonraker was released,0.9954468011274002,12152
12153,I never actually, fell asleep beforehand. I knew it would be a funny story playing out soon after, spoke with Shahid or Muslimeen's daughter about their naughty activities. Otherwise,0.9971430618315936,12153
12154,**SPOILERS**," Let's start with Amanda Penny's neighbor, who leaves her house and goes to",".<br /><br />Basically, son-wife touches accusations of a",0.9742480898275973,12154
12155,"Oh, CGI"," is my favorite part of the film, and is chock full of life-","! be careful what a stupid movie thats, its... You've got all this",0.9980501795071176,12155
12156,Upon viewing Tobe Ho,"oper's The Making of A Happy Beauty, I was taken aback by how realistic",oper directed by Al Pacino he seemed in direct opposition to him to balance the,0.998230019409675,12156
12157,"You, know, I can take"," the abuse of fans of the first films in one stand, add that he was"," a breath, I know what life is like....but look at the TONS",0.9949233261868357,12157
12158,The only real," problem I had was the use of profanity, especially in the first movie when", situation I don't think serious people would encounter was music! Unfortunately there are hardly,0.997597124427557,12158
12166,not to long after Jeff Jarrett,"'s onstage ""rancid name"". 'The Montana Way' indeed sounds"," grins ""I knew better...92"" with an exclamation point. Considering",0.9859142329078168,12166
12171,If you," liked Italian BMW or Italian Steyr, this is as good and genre-def", have not yet committed the theft(! )you can try something more acute(,0.997704265639186,12171
12173,I just, really wanted to comment on this film and asking all sites about this and all other, hope that someone to impact people and make a difference. Don't waste your time,0.9956829511793328,12173
12180,I know," hatred isn't a very objective term, but this short documentary shows how people's", Martin is a talented person but he would've been Pamela Seeger.....yet he,0.9951600027270616,12180
12183,I remember when," I was a kid, and the bands would always remind me that in 1960 when"," we started, she didn't make it to HBO...so we took the view",0.9835483147762716,12183
12184,(Honestly,", i thought I was going to see this a lot sooner).Thist and"," I can't tell why someone would think actually doing so). I laughed, cried",0.3853757977485658,12184
12185,With the," expectation of an easy-money ""mega studio"" that would be innovative enough to"," portrayal of God's creation, the depiction of ""Frenzen"" being where",0.7341590523719788,12185
12190,Don't get me," wrong as a MST3K fan, I love the show and always have"," wrong this is not the worst film I have ever seen put together, but it",0.998246422444936,12190
12191,In what I can say,", ran TCW and trust me, the basic story painted a pretty solid Devil",", the left hand language of both the Austro-Hungarian funder (",0.9923746595159174,12191
12192,Well what I can say, is that I had enough patience with this movie that I still watched it 1 week," from the perspective of the film is, the first half is a pile of crap",0.9949861756176688,12192
12194,An offensively over, the top and beyond movie. Most of the characters and plotline are weak but,acted script would be mere annoyance if they didn't put it into a self-,0.997888620127924,12194
12196,This movie is a joke and, a joke but it actually works that way anyway.<br /><br />If," not one that can be bad dandy, but unnecessary and MUST have been bl",0.7029356587445363,12196
12197,Years ago, I thought an image-harvesting relation of time is a very special and,", young Tommy would watch TV shows about the plague using a promo reel number.<",0.9818560704588892,12197
12198,As an," assist, I went with a patient from other hospitals, which is legal, just"," IRAM expert, even it needs parts like this to satisfy the project. I",0.9862741148099304,12198
12199,I remember I loved this movie when, I was a teenager. I loved the law Earl was in charge of! (," i was a kid,"" she tells me bluntly. ""It dropped off the top",0.9978356950450692,12199
12200,I don't see much," that can go wrong in directing a police drama, even if you don't have"," of a big deal about cyborgs, doubt it, but this movie just",0.9981000412954018,12200
12201,While the original First Blood had its," problems in it's reputation for a black and white, the film no less events"," moments, disillusioned veterans had to peer deeper before seeing what the story could teach",0.9967127855634318,12201
12202,The ghost," of a kids' show is featured in the musical troupe's skit """, show on HBO every day is an embarrassment. This is not even one of them,0.9643345767399296,12202
